strategy,step,price,action,reward,cumulative_reward,regime
AlwaysShort,797,131.4571,2,-1.3014,-31.6076,2
AlwaysShort,798,133.1678,2,0.1868,-31.4208,2
AlwaysShort,799,132.9190,2,0.1839,-31.2369,2
AlwaysShort,800,132.6746,2,-1.8701,-33.1070,2
AlwaysShort,801,135.1557,2,1.3924,-31.7146,2
AlwaysShort,802,133.2738,2,0.0340,-31.6806,2
AlwaysShort,803,133.2285,2,1.2914,-30.3891,2
AlwaysShort,804,131.5079,2,1.2450,-29.1442,2
AlwaysShort,805,129.8707,2,0.9712,-28.1730,2
AlwaysShort,806,128.6094,2,-0.2587,-28.4317,2
AlwaysShort,807,128.9421,2,1.3727,-27.0590,2
AlwaysShort,808,127.1721,2,-2.6999,-29.7589,2
AlwaysShort,809,130.6057,2,2.3104,-27.4485,2
AlwaysShort,810,127.5881,2,0.7010,-26.7475,2
AlwaysShort,811,126.6938,2,1.3047,-25.4428,2
AlwaysShort,812,125.0408,2,-3.2047,-28.6476,2
AlwaysShort,813,129.0480,2,-0.1983,-28.8459,2
AlwaysShort,814,129.3040,2,-2.1359,-30.9818,2
AlwaysShort,815,132.0658,2,3.6273,-27.3545,2
AlwaysShort,816,127.2754,2,-0.3672,-27.7217,2
AlwaysShort,817,127.7428,2,-1.8280,-29.5498,2
AlwaysShort,818,130.0779,2,0.0668,-29.4830,2
AlwaysShort,819,129.9910,2,-2.2022,-31.6852,2
AlwaysShort,820,132.8538,2,1.4193,-30.2659,2
AlwaysShort,821,130.9682,2,-2.9735,-33.2394,2
AlwaysShort,822,134.8625,2,-4.8664,-38.1058,2
AlwaysShort,823,141.4254,2,1.0057,-37.1001,2
AlwaysShort,824,140.0032,2,1.1930,-35.9071,2
AlwaysShort,825,138.3329,2,-2.9107,-38.8178,2
AlwaysShort,826,142.3594,2,-3.0943,-41.9121,2
AlwaysShort,827,146.7643,2,1.2962,-40.6159,2
AlwaysShort,828,144.8620,2,1.1006,-39.5153,2
AlwaysShort,829,143.2677,2,0.8230,-38.6923,2
AlwaysShort,830,142.0887,2,3.0735,-35.6189,2
AlwaysShort,831,137.7216,2,2.2434,-33.3754,2
AlwaysShort,832,134.6319,2,2.4854,-30.8900,2
AlwaysShort,833,131.2857,2,2.0087,-28.8813,2
AlwaysShort,834,128.6486,2,0.3403,-28.5410,2
AlwaysShort,835,128.2108,2,-0.2877,-28.8288,2
AlwaysShort,836,128.5797,2,-3.3580,-32.1868,2
AlwaysShort,837,132.8975,2,2.5048,-29.6820,2
AlwaysShort,838,129.5687,2,-2.0215,-31.7035,2
AlwaysShort,839,132.1879,2,0.7381,-30.9654,2
AlwaysShort,840,131.2122,2,0.3674,-30.5980,2
AlwaysShort,841,130.7301,2,-1.2933,-31.8913,2
AlwaysShort,842,132.4208,2,2.7956,-29.0957,2
AlwaysShort,843,128.7189,2,-0.6320,-29.7277,2
AlwaysShort,844,129.5324,2,-0.1279,-29.8556,2
AlwaysShort,845,129.6981,2,-0.8818,-30.7373,2
AlwaysShort,846,130.8417,2,-0.4080,-31.1453,2
AlwaysShort,847,131.3754,2,-5.3527,-36.4980,2
AlwaysShort,848,138.4076,2,1.6234,-34.8746,2
AlwaysShort,849,136.1607,2,1.4150,-33.4595,2
AlwaysShort,850,134.2339,2,1.6413,-31.8183,2
AlwaysShort,851,132.0308,2,1.5149,-30.3033,2
AlwaysShort,852,130.0306,2,1.7272,-28.5761,2
AlwaysShort,853,127.7847,2,-2.5303,-31.1064,2
AlwaysShort,854,131.0180,2,-2.9979,-34.1043,2
AlwaysShort,855,134.9458,2,1.5161,-32.5882,2
AlwaysShort,856,132.8999,2,2.1300,-30.4581,2
AlwaysShort,857,130.0691,2,-0.8307,-31.2889,2
AlwaysShort,858,131.1496,2,1.5177,-29.7712,2
AlwaysShort,859,129.1592,2,-1.2117,-30.9829,2
AlwaysShort,860,130.7242,2,-0.2104,-31.1933,2
AlwaysShort,861,130.9993,2,3.7259,-27.4674,2
AlwaysShort,862,126.1183,2,-3.4165,-30.8838,2
AlwaysShort,863,130.4271,2,-3.8749,-34.7587,2
AlwaysShort,864,135.4810,2,1.6032,-33.1555,2
AlwaysShort,865,133.3089,2,1.1228,-32.0326,2
AlwaysShort,866,131.8120,2,-0.3974,-32.4301,2
AlwaysShort,867,132.3359,2,-0.5060,-32.9361,2
AlwaysShort,868,133.0055,2,-1.2345,-34.1706,2
AlwaysShort,869,134.6474,2,-4.2310,-38.4015,2
AlwaysShort,870,140.3443,2,0.6160,-37.7855,2
AlwaysShort,871,139.4798,2,1.9563,-35.8292,2
AlwaysShort,872,136.7511,2,3.2699,-32.5592,2
AlwaysShort,873,132.2794,2,1.9100,-30.6493,2
AlwaysShort,874,129.7529,2,0.3338,-30.3155,2
AlwaysShort,875,129.3198,2,-3.9050,-34.2205,2
AlwaysShort,876,134.3697,2,1.4040,-32.8164,2
AlwaysShort,877,132.4832,2,-0.2548,-33.0713,2
AlwaysShort,878,132.8208,2,0.2884,-32.7829,2
AlwaysShort,879,132.4378,2,-2.4400,-35.2229,2
AlwaysShort,880,135.6693,2,-5.3417,-40.5646,2
AlwaysShort,881,142.9163,2,1.3479,-39.2167,2
AlwaysShort,882,140.9900,2,1.2781,-37.9386,2
AlwaysShort,883,139.1879,2,-2.0108,-39.9494,2
AlwaysShort,884,141.9867,2,-1.2057,-41.1551,2
AlwaysShort,885,143.6986,2,-3.6231,-44.7782,2
AlwaysShort,886,148.9050,2,-0.9523,-45.7305,2
AlwaysShort,887,150.3231,2,0.9391,-44.7915,2
AlwaysShort,888,148.9115,2,-0.9658,-45.7573,2
AlwaysShort,889,150.3497,2,-1.9903,-47.7476,2
AlwaysShort,890,153.3421,2,-1.3876,-49.1351,2
AlwaysShort,891,155.4698,2,-0.7642,-49.8993,2
AlwaysShort,892,156.6579,2,-1.8297,-51.7290,2
AlwaysShort,893,159.5242,2,-1.9898,-53.7188,2
AlwaysShort,894,162.6983,2,-2.3434,-56.0622,2
AlwaysShort,895,166.5111,2,-0.9683,-57.0305,2
AlwaysShort,896,168.1235,2,0.4967,-56.5338,2
AlwaysShort,897,167.2884,2,-0.0636,-56.5974,2
AlwaysShort,898,167.3948,2,-1.9629,-58.5603,2
AlwaysShort,899,170.6806,2,1.6314,-56.9289,2
AlwaysNeutral,0,100.0000,1,0.0000,0.0000,0
AlwaysNeutral,1,100.7999,1,0.0000,0.0000,0
AlwaysNeutral,2,100.9631,1,0.0000,0.0000,0
AlwaysNeutral,3,101.9244,1,0.0000,0.0000,0
AlwaysNeutral,4,103.7996,1,0.0000,0.0000,0
AlwaysNeutral,5,103.8679,1,0.0000,0.0000,0
AlwaysNeutral,6,103.9364,1,0.0000,0.0000,0
AlwaysNeutral,7,105.9080,1,0.0000,0.0000,0
AlwaysNeutral,8,107.0446,1,-0.0000,0.0000,0
AlwaysNeutral,9,106.8633,1,0.0000,0.0000,0
AlwaysNeutral,10,107.7675,1,-0.0000,0.0000,0
AlwaysNeutral,11,107.5916,1,-0.0000,0.0000,0
AlwaysNeutral,12,107.4134,1,0.0000,0.0000,0
AlwaysNeutral,13,107.9971,1,-0.0000,0.0000,0
AlwaysNeutral,14,106.2688,1,-0.0000,0.0000,0
AlwaysNeutral,15,104.7653,1,-0.0000,0.0000,0
AlwaysNeutral,16,104.4909,1,-0.0000,0.0000,0
AlwaysNeutral,17,103.7487,1,0.0000,0.0000,0
AlwaysNeutral,18,104.3879,1,-0.0000,0.0000,0
AlwaysNeutral,19,103.7551,1,-0.0000,0.0000,0
AlwaysNeutral,20,102.6074,1,0.0000,0.0000,0
AlwaysNeutral,21,104.4352,1,0.0000,0.0000,0
AlwaysNeutral,22,104.5128,1,0.0000,0.0000,0
AlwaysNeutral,23,104.8976,1,-0.0000,0.0000,0
AlwaysNeutral,24,103.7244,1,-0.0000,0.0000,0
AlwaysNeutral,25,103.4712,1,0.0000,0.0000,0
AlwaysNeutral,26,103.8972,1,-0.0000,0.0000,0
AlwaysNeutral,27,103.0168,1,0.0000,0.0000,0
AlwaysNeutral,28,103.7153,1,-0.0000,0.0000,0
AlwaysNeutral,29,103.4039,1,0.0000,0.0000,0
AlwaysNeutral,30,103.4125,1,-0.0000,0.0000,0
AlwaysNeutral,31,103.1010,1,0.0000,0.0000,0
AlwaysNeutral,32,105.3441,1,0.0000,0.0000,0
AlwaysNeutral,33,105.6463,1,-0.0000,0.0000,0
AlwaysNeutral,34,104.8488,1,0.0000,0.0000,0
AlwaysNeutral,35,106.0325,1,-0.0000,0.0000,0
AlwaysNeutral,36,105.0605,1,0.0000,0.0000,0
AlwaysNeutral,37,105.5965,1,-0.0000,0.0000,0
AlwaysNeutral,38,103.8584,1,-0.0000,0.0000,0
AlwaysNeutral,39,102.7960,1,0.0000,0.0000,0
AlwaysNeutral,40,103.3081,1,0.0000,0.0000,0
AlwaysNeutral,41,104.3865,1,0.0000,0.0000,0
AlwaysNeutral,42,104.8797,1,0.0000,0.0000,0
AlwaysNeutral,43,105.0732,1,-0.0000,0.0000,0
AlwaysNeutral,44,105.0720,1,-0.0000,0.0000,0
AlwaysNeutral,45,103.8410,1,-0.0000,0.0000,0
AlwaysNeutral,46,103.4060,1,-0.0000,0.0000,0
AlwaysNeutral,47,103.2400,1,0.0000,0.0000,0
AlwaysNeutral,48,104.6506,1,0.0000,0.0000,0
AlwaysNeutral,49,105.3264,1,-0.0000,0.0000,0
AlwaysNeutral,50,103.7966,1,0.0000,0.0000,0
AlwaysNeutral,51,104.4464,1,-0.0000,0.0000,0
AlwaysNeutral,52,104.3576,1,-0.0000,0.0000,0
AlwaysNeutral,53,103.9650,1,0.0000,0.0000,0
AlwaysNeutral,54,104.9171,1,0.0000,0.0000,0
AlwaysNeutral,55,106.3229,1,0.0000,0.0000,0
AlwaysNeutral,56,107.6401,1,-0.0000,0.0000,0
AlwaysNeutral,57,107.0613,1,-0.0000,0.0000,0
AlwaysNeutral,58,107.0514,1,0.0000,0.0000,0
AlwaysNeutral,59,107.7293,1,0.0000,0.0000,0
AlwaysNeutral,60,109.1123,1,-0.0000,0.0000,0
AlwaysNeutral,61,108.9169,1,0.0000,0.0000,0
AlwaysNeutral,62,109.0416,1,-0.0000,0.0000,0
AlwaysNeutral,63,108.1658,1,-0.0000,0.0000,0
AlwaysNeutral,64,107.2008,1,0.0000,0.0000,0
AlwaysNeutral,65,108.4001,1,0.0000,0.0000,0
AlwaysNeutral,66,110.2104,1,0.0000,0.0000,0
AlwaysNeutral,67,110.4620,1,0.0000,0.0000,0
AlwaysNeutral,68,111.9113,1,0.0000,0.0000,0
AlwaysNeutral,69,112.6542,1,-0.0000,0.0000,0
AlwaysNeutral,70,112.2661,1,0.0000,0.0000,0
AlwaysNeutral,71,113.0111,1,0.0000,0.0000,0
AlwaysNeutral,72,115.1074,1,0.0000,0.0000,0
AlwaysNeutral,73,115.4119,1,0.0000,0.0000,0
AlwaysNeutral,74,117.5841,1,-0.0000,0.0000,0
AlwaysNeutral,75,114.8879,1,0.0000,0.0000,0
AlwaysNeutral,76,116.1841,1,0.0000,0.0000,0
AlwaysNeutral,77,116.6346,1,0.0000,0.0000,0
AlwaysNeutral,78,116.6358,1,0.0000,0.0000,0
AlwaysNeutral,79,117.0936,1,-0.0000,0.0000,0
AlwaysNeutral,80,115.1342,1,0.0000,0.0000,0
AlwaysNeutral,81,115.2267,1,0.0000,0.0000,0
AlwaysNeutral,82,115.9863,1,0.0000,0.0000,0
AlwaysNeutral,83,118.0669,1,-0.0000,0.0000,0
AlwaysNeutral,84,117.8095,1,-0.0000,0.0000,0
AlwaysNeutral,85,117.2119,1,-0.0000,0.0000,0
AlwaysNeutral,86,116.9757,1,0.0000,0.0000,0
AlwaysNeutral,87,118.4061,1,0.0000,0.0000,0
AlwaysNeutral,88,119.1529,1,-0.0000,0.0000,0
AlwaysNeutral,89,118.8795,1,0.0000,0.0000,0
AlwaysNeutral,90,119.8502,1,0.0000,0.0000,0
AlwaysNeutral,91,120.3271,1,0.0000,0.0000,0
AlwaysNeutral,92,121.8633,1,-0.0000,0.0000,0
AlwaysNeutral,93,121.3743,1,-0.0000,0.0000,0
AlwaysNeutral,94,121.3408,1,-0.0000,0.0000,0
AlwaysNeutral,95,121.2291,1,-0.0000,0.0000,0
AlwaysNeutral,96,119.8267,1,0.0000,0.0000,0
AlwaysNeutral,97,120.5432,1,0.0000,0.0000,0
AlwaysNeutral,98,121.2214,1,0.0000,0.0000,0
AlwaysNeutral,99,121.5918,1,0.0000,0.0000,0
AlwaysNeutral,100,121.6714,1,-0.0000,0.0000,0
AlwaysNeutral,101,120.3218,1,-0.0000,0.0000,0
AlwaysNeutral,102,120.1767,1,-0.0000,0.0000,0
AlwaysNeutral,103,120.1254,1,-0.0000,0.0000,0
AlwaysNeutral,104,119.5236,1,0.0000,0.0000,0
AlwaysNeutral,105,119.6895,1,0.0000,0.0000,0
AlwaysNeutral,106,120.5351,1,0.0000,0.0000,0
AlwaysNeutral,107,123.1993,1,0.0000,0.0000,0
AlwaysNeutral,108,123.7853,1,0.0000,0.0000,0
AlwaysNeutral,109,124.4774,1,0.0000,0.0000,0
AlwaysNeutral,110,124.7585,1,-0.0000,0.0000,0
AlwaysNeutral,111,122.7552,1,0.0000,0.0000,0
AlwaysNeutral,112,123.0914,1,0.0000,0.0000,0
AlwaysNeutral,113,123.5356,1,0.0000,0.0000,0
AlwaysNeutral,114,126.9968,1,0.0000,0.0000,0
AlwaysNeutral,115,127.1336,1,0.0000,0.0000,0
AlwaysNeutral,116,127.9006,1,0.0000,0.0000,0
AlwaysNeutral,117,128.2404,1,-0.0000,0.0000,0
AlwaysNeutral,118,127.1312,1,0.0000,0.0000,0
AlwaysNeutral,119,128.9788,1,0.0000,0.0000,0
AlwaysNeutral,120,130.3427,1,0.0000,0.0000,0
AlwaysNeutral,121,131.7726,1,-0.0000,0.0000,0
AlwaysNeutral,122,130.9720,1,0.0000,0.0000,0
AlwaysNeutral,123,133.2213,1,-0.0000,0.0000,0
AlwaysNeutral,124,131.7615,1,0.0000,0.0000,0
AlwaysNeutral,125,132.9352,1,0.0000,0.0000,0
AlwaysNeutral,126,136.2875,1,-0.0000,0.0000,0
AlwaysNeutral,127,135.3496,1,-0.0000,0.0000,0
AlwaysNeutral,128,134.9896,1,0.0000,0.0000,0
AlwaysNeutral,129,135.5302,1,-0.0000,0.0000,0
AlwaysNeutral,130,135.2547,1,-0.0000,0.0000,0
AlwaysNeutral,131,133.5737,1,0.0000,0.0000,0
AlwaysNeutral,132,134.0669,1,-0.0000,0.0000,0
AlwaysNeutral,133,133.0488,1,0.0000,0.0000,0
AlwaysNeutral,134,134.0820,1,-0.0000,0.0000,0
AlwaysNeutral,135,133.2540,1,0.0000,0.0000,0
AlwaysNeutral,136,135.7421,1,-0.0000,0.0000,0
AlwaysNeutral,137,135.0877,1,-0.0000,0.0000,0
AlwaysNeutral,138,135.0579,1,0.0000,0.0000,0
AlwaysNeutral,139,136.5702,1,-0.0000,0.0000,0
AlwaysNeutral,140,135.3048,1,0.0000,0.0000,0
AlwaysNeutral,141,136.0204,1,0.0000,0.0000,0
AlwaysNeutral,142,138.2241,1,-0.0000,0.0000,0
AlwaysNeutral,143,136.4286,1,0.0000,0.0000,0
AlwaysNeutral,144,137.0914,1,0.0000,0.0000,0
AlwaysNeutral,145,137.8611,1,0.0000,0.0000,0
AlwaysNeutral,146,139.3606,1,-0.0000,0.0000,0
AlwaysNeutral,147,138.0609,1,-0.0000,0.0000,0
AlwaysNeutral,148,136.6593,1,0.0000,0.0000,0
AlwaysNeutral,149,137.7871,1,0.0000,0.0000,0
AlwaysNeutral,150,138.6122,1,0.0000,0.0000,0
AlwaysNeutral,151,139.3773,1,0.0000,0.0000,0
AlwaysNeutral,152,140.2812,1,-0.0000,0.0000,0
AlwaysNeutral,153,139.7492,1,0.0000,0.0000,0
AlwaysNeutral,154,140.4950,1,0.0000,0.0000,0
AlwaysNeutral,155,141.3307,1,-0.0000,0.0000,0
AlwaysNeutral,156,140.7463,1,0.0000,0.0000,0
AlwaysNeutral,157,143.8278,1,0.0000,0.0000,0
AlwaysNeutral,158,144.9451,1,-0.0000,0.0000,0
AlwaysNeutral,159,143.6589,1,0.0000,0.0000,0
AlwaysNeutral,160,145.0397,1,-0.0000,0.0000,0
AlwaysNeutral,161,144.0644,1,0.0000,0.0000,0
AlwaysNeutral,162,145.6391,1,0.0000,0.0000,0
AlwaysNeutral,163,147.7789,1,-0.0000,0.0000,0
AlwaysNeutral,164,147.0115,1,0.0000,0.0000,0
AlwaysNeutral,165,148.8805,1,0.0000,0.0000,0
AlwaysNeutral,166,149.9455,1,0.0000,0.0000,0
AlwaysNeutral,167,151.6375,1,0.0000,0.0000,0
AlwaysNeutral,168,155.0055,1,0.0000,0.0000,0
AlwaysNeutral,169,155.0902,1,-0.0000,0.0000,0
AlwaysNeutral,170,154.3881,1,-0.0000,0.0000,0
AlwaysNeutral,171,153.4806,1,-0.0000,0.0000,0
AlwaysNeutral,172,152.6910,1,0.0000,0.0000,0
AlwaysNeutral,173,153.0317,1,0.0000,0.0000,0
AlwaysNeutral,174,154.0160,1,0.0000,0.0000,0
AlwaysNeutral,175,154.9068,1,0.0000,0.0000,0
AlwaysNeutral,176,156.6627,1,0.0000,0.0000,0
AlwaysNeutral,177,157.1539,1,0.0000,0.0000,0
AlwaysNeutral,178,159.9339,1,0.0000,0.0000,0
AlwaysNeutral,179,159.9905,1,0.0000,0.0000,0
AlwaysNeutral,180,164.8961,1,0.0000,0.0000,0
AlwaysNeutral,181,166.4296,1,-0.0000,0.0000,0
AlwaysNeutral,182,165.5049,1,-0.0000,0.0000,0
AlwaysNeutral,183,164.2340,1,0.0000,0.0000,0
AlwaysNeutral,184,165.5241,1,0.0000,0.0000,0
AlwaysNeutral,185,165.6508,1,0.0000,0.0000,0
AlwaysNeutral,186,167.3391,1,0.0000,0.0000,0
AlwaysNeutral,187,168.6380,1,0.0000,0.0000,0
AlwaysNeutral,188,169.0216,1,-0.0000,0.0000,0
AlwaysNeutral,189,168.0999,1,-0.0000,0.0000,0
AlwaysNeutral,190,166.0701,1,-0.0000,0.0000,0
AlwaysNeutral,191,165.8269,1,0.0000,0.0000,0
AlwaysNeutral,192,167.7557,1,0.0000,0.0000,0
AlwaysNeutral,193,168.6203,1,-0.0000,0.0000,0
AlwaysNeutral,194,167.0331,1,0.0000,0.0000,0
AlwaysNeutral,195,167.8254,1,0.0000,0.0000,0
AlwaysNeutral,196,168.9795,1,-0.0000,0.0000,0
AlwaysNeutral,197,167.9957,1,0.0000,0.0000,0
AlwaysNeutral,198,168.7597,1,0.0000,0.0000,0
AlwaysNeutral,199,169.3653,1,-0.0000,0.0000,0
AlwaysNeutral,200,167.9436,1,0.0000,0.0000,0
AlwaysNeutral,201,168.2298,1,0.0000,0.0000,1
AlwaysNeutral,202,168.6642,1,0.0000,0.0000,1
AlwaysNeutral,203,169.4946,1,0.0000,0.0000,1
AlwaysNeutral,204,170.2601,1,-0.0000,0.0000,1
AlwaysNeutral,205,169.0421,1,-0.0000,0.0000,1
AlwaysNeutral,206,168.2369,1,0.0000,0.0000,1
AlwaysNeutral,207,168.6343,1,0.0000,0.0000,1
AlwaysNeutral,208,169.0108,1,0.0000,0.0000,1
AlwaysNeutral,209,169.3695,1,0.0000,0.0000,1
AlwaysNeutral,210,172.3803,1,0.0000,0.0000,1
AlwaysNeutral,211,172.6152,1,0.0000,0.0000,1
AlwaysNeutral,212,173.2901,1,0.0000,0.0000,1
AlwaysNeutral,213,173.7860,1,0.0000,0.0000,1
AlwaysNeutral,214,174.0150,1,-0.0000,0.0000,1
AlwaysNeutral,215,173.4592,1,0.0000,0.0000,1
AlwaysNeutral,216,173.7906,1,-0.0000,0.0000,1
AlwaysNeutral,217,172.8800,1,-0.0000,0.0000,1
AlwaysNeutral,218,172.4437,1,-0.0000,0.0000,1
AlwaysNeutral,219,171.8304,1,-0.0000,0.0000,1
AlwaysNeutral,220,171.7016,1,0.0000,0.0000,1
AlwaysNeutral,221,173.3654,1,-0.0000,0.0000,1
AlwaysNeutral,222,171.6005,1,0.0000,0.0000,1
AlwaysNeutral,223,171.9667,1,-0.0000,0.0000,1
AlwaysNeutral,224,170.4753,1,-0.0000,0.0000,1
AlwaysNeutral,225,169.9712,1,0.0000,0.0000,1
AlwaysNeutral,226,170.7410,1,-0.0000,0.0000,1
AlwaysNeutral,227,170.6525,1,-0.0000,0.0000,1
AlwaysNeutral,228,169.6549,1,-0.0000,0.0000,1
AlwaysNeutral,229,168.9971,1,0.0000,0.0000,1
AlwaysNeutral,230,169.4881,1,-0.0000,0.0000,1
AlwaysNeutral,231,168.8266,1,0.0000,0.0000,1
AlwaysNeutral,232,168.9556,1,-0.0000,0.0000,1
AlwaysNeutral,233,168.9414,1,-0.0000,0.0000,1
AlwaysNeutral,234,168.3703,1,0.0000,0.0000,1
AlwaysNeutral,235,170.0641,1,0.0000,0.0000,1
AlwaysNeutral,236,170.4652,1,-0.0000,0.0000,1
AlwaysNeutral,237,168.7190,1,0.0000,0.0000,1
AlwaysNeutral,238,168.8294,1,-0.0000,0.0000,1
AlwaysNeutral,239,168.2557,1,0.0000,0.0000,1
AlwaysNeutral,240,168.9220,1,-0.0000,0.0000,1
AlwaysNeutral,241,168.2391,1,-0.0000,0.0000,1
AlwaysNeutral,242,168.1325,1,0.0000,0.0000,1
AlwaysNeutral,243,168.5271,1,0.0000,0.0000,1
AlwaysNeutral,244,169.1905,1,-0.0000,0.0000,1
AlwaysNeutral,245,168.1679,1,-0.0000,0.0000,1
AlwaysNeutral,246,167.8891,1,-0.0000,0.0000,1
AlwaysNeutral,247,167.5119,1,-0.0000,0.0000,1
AlwaysNeutral,248,167.0108,1,0.0000,0.0000,1
AlwaysNeutral,249,168.4698,1,0.0000,0.0000,1
AlwaysNeutral,250,168.7675,1,-0.0000,0.0000,1
AlwaysNeutral,251,167.7176,1,0.0000,0.0000,1
AlwaysNeutral,252,168.4632,1,0.0000,0.0000,1
AlwaysNeutral,253,170.1349,1,0.0000,0.0000,1
AlwaysNeutral,254,170.8513,1,-0.0000,0.0000,1
AlwaysNeutral,255,169.4904,1,-0.0000,0.0000,1
AlwaysNeutral,256,169.0257,1,0.0000,0.0000,1
AlwaysNeutral,257,169.9851,1,-0.0000,0.0000,1
AlwaysNeutral,258,169.3169,1,0.0000,0.0000,1
AlwaysNeutral,259,169.6033,1,0.0000,0.0000,1
AlwaysNeutral,260,170.1400,1,-0.0000,0.0000,1
AlwaysNeutral,261,169.2887,1,-0.0000,0.0000,1
AlwaysNeutral,262,169.1738,1,-0.0000,0.0000,1
AlwaysNeutral,263,166.5193,1,-0.0000,0.0000,1
AlwaysNeutral,264,165.7710,1,-0.0000,0.0000,1
AlwaysNeutral,265,165.6776,1,-0.0000,0.0000,1
AlwaysNeutral,266,164.7926,1,0.0000,0.0000,1
AlwaysNeutral,267,166.2561,1,-0.0000,0.0000,1
AlwaysNeutral,268,165.1964,1,-0.0000,0.0000,1
AlwaysNeutral,269,164.9817,1,0.0000,0.0000,1
AlwaysNeutral,270,165.2344,1,0.0000,0.0000,1
AlwaysNeutral,271,166.5229,1,-0.0000,0.0000,1
AlwaysNeutral,272,165.4452,1,0.0000,0.0000,1
AlwaysNeutral,273,166.5007,1,0.0000,0.0000,1
AlwaysNeutral,274,166.5810,1,-0.0000,0.0000,1
AlwaysNeutral,275,165.8639,1,0.0000,0.0000,1
AlwaysNeutral,276,166.3376,1,0.0000,0.0000,1
AlwaysNeutral,277,166.5771,1,-0.0000,0.0000,1
AlwaysNeutral,278,166.1653,1,0.0000,0.0000,1
AlwaysNeutral,279,166.3100,1,-0.0000,0.0000,1
AlwaysNeutral,280,166.0835,1,0.0000,0.0000,1
AlwaysNeutral,281,166.2673,1,0.0000,0.0000,1
AlwaysNeutral,282,166.8808,1,0.0000,0.0000,1
AlwaysNeutral,283,168.2028,1,-0.0000,0.0000,1
AlwaysNeutral,284,167.1996,1,0.0000,0.0000,1
AlwaysNeutral,285,168.9432,1,-0.0000,0.0000,1
AlwaysNeutral,286,167.3315,1,-0.0000,0.0000,1
AlwaysNeutral,287,167.2407,1,0.0000,0.0000,1
AlwaysNeutral,288,167.7465,1,0.0000,0.0000,1
AlwaysNeutral,289,167.9812,1,-0.0000,0.0000,1
AlwaysNeutral,290,167.4811,1,-0.0000,0.0000,1
AlwaysNeutral,291,167.3377,1,-0.0000,0.0000,1
AlwaysNeutral,292,166.9736,1,-0.0000,0.0000,1
AlwaysNeutral,293,166.5506,1,0.0000,0.0000,1
AlwaysNeutral,294,167.3000,1,0.0000,0.0000,1
AlwaysNeutral,295,167.6178,1,-0.0000,0.0000,1
AlwaysNeutral,296,167.0797,1,0.0000,0.0000,1
AlwaysNeutral,297,167.8426,1,0.0000,0.0000,1
AlwaysNeutral,298,168.0935,1,0.0000,0.0000,1
AlwaysNeutral,299,168.7363,1,0.0000,0.0000,1
AlwaysNeutral,300,169.2004,1,-0.0000,0.0000,1
AlwaysNeutral,301,168.4743,1,-0.0000,0.0000,1
AlwaysNeutral,302,167.9996,1,0.0000,0.0000,1
AlwaysNeutral,303,168.5947,1,0.0000,0.0000,1
AlwaysNeutral,304,169.0504,1,-0.0000,0.0000,1
AlwaysNeutral,305,168.9784,1,0.0000,0.0000,1
AlwaysNeutral,306,169.0205,1,0.0000,0.0000,1
AlwaysNeutral,307,169.9888,1,-0.0000,0.0000,1
AlwaysNeutral,308,169.4133,1,0.0000,0.0000,1
AlwaysNeutral,309,169.7775,1,-0.0000,0.0000,1
AlwaysNeutral,310,169.5240,1,-0.0000,0.0000,1
AlwaysNeutral,311,169.2708,1,0.0000,0.0000,1
AlwaysNeutral,312,170.0835,1,0.0000,0.0000,1
AlwaysNeutral,313,170.6368,1,0.0000,0.0000,1
AlwaysNeutral,314,171.1530,1,0.0000,0.0000,1
AlwaysNeutral,315,172.0369,1,-0.0000,0.0000,1
AlwaysNeutral,316,171.8490,1,0.0000,0.0000,1
AlwaysNeutral,317,172.1993,1,-0.0000,0.0000,1
AlwaysNeutral,318,171.7383,1,0.0000,0.0000,1
AlwaysNeutral,319,171.8079,1,-0.0000,0.0000,1
AlwaysNeutral,320,171.5106,1,-0.0000,0.0000,1
AlwaysNeutral,321,171.4098,1,0.0000,0.0000,1
AlwaysNeutral,322,171.7127,1,-0.0000,0.0000,1
AlwaysNeutral,323,170.8696,1,0.0000,0.0000,1
AlwaysNeutral,324,172.3972,1,-0.0000,0.0000,1
AlwaysNeutral,325,171.3697,1,-0.0000,0.0000,1
AlwaysNeutral,326,170.2271,1,0.0000,0.0000,1
AlwaysNeutral,327,171.0394,1,0.0000,0.0000,1
AlwaysNeutral,328,171.5179,1,0.0000,0.0000,1
AlwaysNeutral,329,171.8385,1,0.0000,0.0000,1
AlwaysNeutral,330,172.1465,1,-0.0000,0.0000,1
AlwaysNeutral,331,171.9265,1,-0.0000,0.0000,1
AlwaysNeutral,332,171.0096,1,-0.0000,0.0000,1
AlwaysNeutral,333,170.9169,1,-0.0000,0.0000,1
AlwaysNeutral,334,170.2265,1,0.0000,0.0000,1
AlwaysNeutral,335,170.8925,1,-0.0000,0.0000,1
AlwaysNeutral,336,170.6274,1,-0.0000,0.0000,1
AlwaysNeutral,337,169.8328,1,-0.0000,0.0000,1
AlwaysNeutral,338,169.4812,1,0.0000,0.0000,1
AlwaysNeutral,339,169.7347,1,-0.0000,0.0000,1
AlwaysNeutral,340,169.1942,1,-0.0000,0.0000,1
AlwaysNeutral,341,168.4738,1,0.0000,0.0000,1
AlwaysNeutral,342,168.6423,1,0.0000,0.0000,1
AlwaysNeutral,343,168.8033,1,-0.0000,0.0000,1
